municipio;RP
Matinhas (PB);0,535648159
Serra do Mel (RN);0,535301067
Mar Vermelho (AL);0,535209079
Buenópolis (MG);0,535179832
Formosa do Sul (SC);0,53515919
São Félix do Piauí (PI);0,534738275
Itinga (MG);0,534401106
Pastos Bons (MA);0,534362229
Raposos (MG);0,534198103
Tapauá (AM);0,534171375
Itaguaru (GO);0,533708441
Doutor Ulysses (PR);0,533518055
São Bento (MA);0,533198944
Itamogi (MG);0,533072218
Mato Verde (MG);0,53303054
Ivolândia (GO);0,532973244
Gonzaga (MG);0,532727469
Sales Oliveira (SP);0,532723225
Santa Rita do Tocantins (TO);0,532676544
Curral Novo do Piauí (PI);0,532571541
Paulo Frontin (PR);0,532424608
Paraopeba (MG);0,532345098
Cerro Grande (RS);0,532340682
Anastácio (MS);0,532190565
São José do Sul (RS);0,532117009
Lagoa Alegre (PI);0,531773265
Águas de Chapecó (SC);0,531529295
Ivaté (PR);0,531467865
Maravilha (AL);0,531335633
São Luiz (RR);0,530928869
São José da Barra (MG);0,530865184
Senador José Bento (MG);0,53074469
Alto Araguaia (MT);0,53035288
Caturité (PB);0,530293997
Boa Vista do Cadeado (RS);0,530286788
Campinas do Piauí (PI);0,530033657
Tabatinga (AM);0,529864123
Nossa Senhora das Graças (PR);0,529264742
Soledade (RS);0,529248629
Cabeceiras do Piauí (PI);0,52912954
Cocos (BA);0,529032837
Toropi (RS);0,528922363
Ernestina (RS);0,52872624
Santa Rita do Pardo (MS);0,528658918
Rosário do Ivaí (PR);0,52816815
Mirador (PR);0,528154267
Tunas (RS);0,527539348
Tupi Paulista (SP);0,527216727
Brochier (RS);0,527045146
Lagoa Formosa (MG);0,52701277
Portel (PA);0,526813122
Chã de Alegria (PE);0,526707317
Mercedes (PR);0,526704028
Santa Rosa do Piauí (PI);0,5265479
Itanhandu (MG);0,526435879
Sítio Novo (RN);0,526095344
Cruzeiro do Sul (PR);0,52603883
Barão de Antonina (SP);0,52603883
Nova Prata (RS);0,525793132
Independência (RS);0,525465892
Caiana (MG);0,525294996
São Domingos das Dores (MG);0,525244068
Lagoa Bonita do Sul (RS);0,525104065
Santa Luzia (PB);0,524895955
Chaves (PA);0,524708337
Anagé (BA);0,524405169
Antônio Prado (RS);0,52424437
Nordestina (BA);0,52417868
Nova Candelária (RS);0,524062532
São Pedro da Cipa (MT);0,523779536
Coqueiro Baixo (RS);0,523592137
Olivença (AL);0,523192615
Aguiar (PB);0,523147351
Redenção do Gurguéia (PI);0,523030745
Vitorino Freire (MA);0,522807046
Brejo Grande do Araguaia (PA);0,522781623
Novo Triunfo (BA);0,522732582
Novo Lino (AL);0,522416407
Faro (PA);0,522362344
Grão Mogol (MG);0,522330333
Castanheiras (RO);0,522296518
Urucuia (MG);0,521674986
Benedito Novo (SC);0,521663507
Palmeira d'Oeste (SP);0,521577869
Itumirim (MG);0,521482151
Mata (RS);0,5211681
Clevelândia (PR);0,521029767
Campo Grande (RN);0,52063247
Marmeleiro (PR);0,520348705
Cianorte (PR);0,520204758
Ponte Alta do Bom Jesus (TO);0,520180103
Santa Bárbara do Sul (RS);0,519756416
Taquaraçu de Minas (MG);0,519687509
Lavandeira (TO);0,51924497
Piranhas (GO);0,519032165
Glaucilândia (MG);0,519032165
Nova Lacerda (MT);0,518980288
Natividade da Serra (SP);0,518710813
Manoel Emídio (PI);0,518666813
Cruz do Espírito Santo (PB);0,51857674
Solidão (PE);0,518567261
Iaciara (GO);0,518509079
Manfrinópolis (PR);0,518157743
Serra de São Bento (RN);0,518152398
Morro Reuter (RS);0,518142576
Chiapetta (RS);0,517838378
Monte Belo (MG);0,517732529
São Carlos (SC);0,517315855
Bady Bassitt (SP);0,517229705
Júlio Borges (PI);0,517105542
Sapopema (PR);0,517042348
Mimoso de Goiás (GO);0,516781834
Guarani de Goiás (GO);0,516702767
Ibicaré (SC);0,516544706
Bernardino de Campos (SP);0,516453475
Malhada de Pedras (BA);0,51611872
Treze de Maio (SC);0,516071101
Italva (RJ);0,51594642
Água Nova (RN);0,515860889
Vale Real (RS);0,515662197
Talismã (TO);0,515650848
Aparecida do Taboado (MS);0,515593707
Feliz (RS);0,515261225
São Benedito do Sul (PE);0,515087209
Aracatu (BA);0,514960156
Marcolândia (PI);0,514510732
Frei Miguelinho (PE);0,513906297
São José do Jacuípe (BA);0,513852203
Alto Longá (PI);0,513628388
Faina (GO);0,513501695
Felixlândia (MG);0,513412844
Viadutos (RS);0,513409044
Abatiá (PR);0,51303497
Ribeirão Corrente (SP);0,513024848
Nova Independência (SP);0,512913539
Martins Soares (MG);0,512850267
Maratá (RS);0,512728131
Terra Roxa (SP);0,512728131
Aiquara (BA);0,512612833
Novo São Joaquim (MT);0,512505817
Indianópolis (PR);0,512497587
Miguel Leão (PI);0,512468784
Guarani das Missões (RS);0,512382393
Ubaíra (BA);0,512214283
João Costa (PI);0,511692316
Sales (SP);0,511533331
Pontalinda (SP);0,511444343
Novo Horizonte (SC);0,511111508
Varzedo (BA);0,511021278
Riachão do Jacuípe (BA);0,510834029
Barão do Monte Alto (MG);0,510249187
Magalhães Barata (PA);0,509800662
Guaratinga (BA);0,509704536
Érico Cardoso (BA);0,509569111
Virmond (PR);0,509544041
São Pedro do Sul (RS);0,509491418
Pradópolis (SP);0,509205464
Catanduvas (PR);0,509194106
Frei Gaspar (MG);0,508970548
Abaíra (BA);0,508818821
Lupionópolis (PR);0,508715506
Jaguapitã (PR);0,508071692
Pilar (PB);0,507494369
Areia (PB);0,507328926
Arauá (SE);0,507328203
Ilha das Flores (SE);0,507326236
São Bentinho (PB);0,507316856
Amaturá (AM);0,507246519
Tanque Novo (BA);0,506831269
Cláudio (MG);0,506704169
Planalto da Serra (MT);0,506682063
São Luiz do Paraitinga (SP);0,506395704
Catiguá (SP);0,506358382
São Gonçalo do Piauí (PI);0,506191386
Maracaju (MS);0,506046855
São José dos Ausentes (RS);0,505927805
Lindoeste (PR);0,505759652
Ilha Solteira (SP);0,50560384
Jericó (PB);0,505496999
Nova Maringá (MT);0,505477784
Aurora do Tocantins (TO);0,505261713
Monção (MA);0,505035946
Paulino Neves (MA);0,504912153
Luciara (MT);0,504758263
São José do Vale do Rio Preto (RJ);0,504739975
Arraial (PI);0,504333909
Presidente Vargas (MA);0,504222355
Piaçabuçu (AL);0,504197703
Gurinhatã (MG);0,504103659
Dom Aquino (MT);0,504087133
Iporã (PR);0,504023106
Piraí (RJ);0,503981731
Entre Rios de Minas (MG);0,503850022
Presidente Venceslau (SP);0,503682815
Ilicínea (MG);0,503619939
Itaju do Colônia (BA);0,503470657
Américo de Campos (SP);0,503411095
Vieirópolis (PB);0,503381524
Itamarati de Minas (MG);0,503372116
Maiquinique (BA);0,502842753
Dirceu Arcoverde (PI);0,502697441
Bom Jardim (MA);0,502494222
Periquito (MG);0,502478263
Berizal (MG);0,502435326
Pinheirinho do Vale (RS);0,502112174
Iacanga (SP);0,501543776
Iuiu (BA);0,501198896
Palmeirândia (MA);0,501146969
Prudentópolis (PR);0,500835443
Antônio Martins (RN);0,500644679
Colméia (TO);0,500475261
São José das Missões (RS);0,500427286
Major Vieira (SC);0,500321376
Primavera (PE);0,500303298
Igaporã (BA);0,50025693
Cachoeira Paulista (SP);0,50019853
Central do Maranhão (MA);0,499862948
Saboeiro (CE);0,499725497
Sede Nova (RS);0,499581255
Conceição do Tocantins (TO);0,499581255
Inajá (PR);0,49938426
Liberdade (MG);0,499053937
Taciba (SP);0,499022618
Terra Santa (PA);0,49896948
Itabaiana (PB);0,498956294
Caldas (MG);0,498843321
Urubici (SC);0,498751233
Romaria (MG);0,498695996
Ibiquera (BA);0,498642445
Ribeirão Grande (SP);0,498642445
Ouro Verde de Minas (MG);0,498626697
Meridiano (SP);0,498597828
Uruana (GO);0,498125705
Mutunópolis (GO);0,497478641
Sítio do Mato (BA);0,497457439
Lago do Junco (MA);0,497373974
Cachoeira de Minas (MG);0,497353046
São Valentim do Sul (RS);0,497317634
Jaguaripe (BA);0,497233147
Pacajá (PA);0,497162182
Junco do Seridó (PB);0,497154319
Monte Santo de Minas (MG);0,497118026
Crisólita (MG);0,497114187
Itirapuã (SP);0,496728481
Jaraguari (MS);0,49671211
Carvalhos (MG);0,496417919
Colorado do Oeste (RO);0,495913258
Iracemápolis (SP);0,495806025
Reduto (MG);0,494870627
Mirandópolis (SP);0,494814497
Caetanópolis (MG);0,494688111
Ijaci (MG);0,49430223
Simões (PI);0,494219896
Senador Rui Palmeira (AL);0,494099384
Novo Barreiro (RS);0,494084926
Glória D'Oeste (MT);0,494078123
Quatis (RJ);0,493666026
Nova Mutum (MT);0,492915878
Diamante do Norte (PR);0,492585952
Arantina (MG);0,492383172
Bacuri (MA);0,492374282
Pedra Lavrada (PB);0,492370504
Terra Nova (PE);0,492188349
Alvorada do Gurguéia (PI);0,491789966
Santa Filomena do Maranhão (MA);0,491673892
Lagoa do Piauí (PI);0,491479938
Diorama (GO);0,491343737
Amparo (PB);0,491307081
São Domingos (BA);0,490984141
Santa Luzia (MA);0,490739876
Montezuma (MG);0,490297515
Paranhos (MS);0,490069841
Chapada do Norte (MG);0,490060359
Araguanã (TO);0,489728725
Lagoa da Canoa (AL);0,489458083
Matozinhos (MG);0,489275682
Fênix (PR);0,48868211
Guaraqueçaba (PR);0,488621397
Ribeirãozinho (MT);0,488406665
Bonfim (MG);0,488358486
Nova Itarana (BA);0,488343888
Santa Filomena (PE);0,488191496
Mirante do Paranapanema (SP);0,487999583
Três de Maio (RS);0,487951896
Nova Timboteua (PA);0,487877806
Arceburgo (MG);0,487604806
São Vendelino (RS);0,487596632
Passa Sete (RS);0,48754013
Santa Helena (SC);0,487426495
Estrela do Indaiá (MG);0,487326015
Capão Bonito do Sul (RS);0,487185414
Nova Campina (SP);0,486881532
Dores de Guanhães (MG);0,486865725
Araçariguama (SP);0,486442932
Senador José Porfírio (PA);0,486171163
Mira Estrela (SP);0,486156807
Japurá (AM);0,486101924
Porto Murtinho (MS);0,485866955
Pranchita (PR);0,485648363
Gramado Xavier (RS);0,485519192
Almadina (BA);0,485411454
Boa Vista do Tupim (BA);0,48536926
Santa Rosa de Lima (SC);0,485225472
Grupiara (MG);0,485225472
Nobres (MT);0,485037546
Dois Irmãos das Missões (RS);0,484761142
Pardinho (SP);0,483936603
Itambé (PR);0,483558031
Barão (RS);0,483498157
São Paulo do Potengi (RN);0,482855134
Ressaquinha (MG);0,482664916
Itaeté (BA);0,48256019
Ivinhema (MS);0,48252212
Curral de Cima (PB);0,482085452
Cristianópolis (GO);0,48190201
Conde (BA);0,481861264
São Miguel do Oeste (SC);0,481854179
São Pedro do Iguaçu (PR);0,481702051
Ivorá (RS);0,481452335
Porto de Pedras (AL);0,481414664
Campo Alegre (AL);0,481235579
Bom Jesus (PI);0,480844356
Salto Veloso (SC);0,480804283
Rancho Alegre (PR);0,480804283
Itutinga (MG);0,480507843
Caetés (PE);0,480327265
Alcântara (MA);0,480049243
Sátiro Dias (BA);0,479951282
Presidente Dutra (BA);0,479901782
Colina (SP);0,479555846
Coronel Freitas (SC);0,479526829
Biritinga (BA);0,479394821
Manduri (SP);0,478982575
Santa Maria da Vitória (BA);0,478965958
Alvarães (AM);0,478925431
Canápolis (BA);0,478913982
Icaraíma (PR);0,478911227
Centro do Guilherme (MA);0,478856446
Piraí do Sul (PR);0,47835259
Muaná (PA);0,478273511
Vista Alegre do Prata (RS);0,477901314
Segredo (RS);0,477715742
Caturama (BA);0,477486892
Ajuricaba (RS);0,477427206
Herval (RS);0,477309502
Muçum (RS);0,477104985
Lagoa Salgada (RN);0,477001312
Dueré (TO);0,477001312
Salto do Lontra (PR);0,476969977
Ourizona (PR);0,476851641
Morro Grande (SC);0,476842839
Petrolina de Goiás (GO);0,476253895
Lambari D'Oeste (MT);0,475905902
Maracajá (SC);0,475353322
Oliveira (MG);0,47523968
Morada Nova de Minas (MG);0,474896971
Macieira (SC);0,474855074
Sebastião Leal (PI);0,474748269
Potirendaba (SP);0,474731842
Santana do Itararé (PR);0,474665614
Amambai (MS);0,47447833
Condor (RS);0,474469616
Santa Cruz da Baixa Verde (PE);0,474444548
São Francisco de Assis (RS);0,474429219
Siriri (SE);0,474200436
Santa Rita (MA);0,474180648
Itueta (MG);0,474086522
Matina (BA);0,474046028
Santo Augusto (RS);0,473707388
Campina das Missões (RS);0,473676413
Bocaina de Minas (MG);0,473611998
Divinópolis de Goiás (GO);0,473576577
Luisburgo (MG);0,473366885
Candiota (RS);0,472992897
Tabocas do Brejo Velho (BA);0,472222936
Santa Juliana (MG);0,47221129
Canapi (AL);0,472096099
Areias (SP);0,472067275
Barrocas (BA);0,472043987
Ipanguaçu (RN);0,472005473
Cumaru (PE);0,471997592
Águas Formosas (MG);0,471390444
Claraval (MG);0,471266646
Figueira (PR);0,471262149
Gongogi (BA);0,471162232
Tupandi (RS);0,470077252
Tabapuã (SP);0,469755509
Nova América (GO);0,46965341
Deodápolis (MS);0,4696349
Peçanha (MG);0,469427692
Trindade do Sul (RS);0,469299596
Douradina (MS);0,469219469
Milagres do Maranhão (MA);0,469157675
Marechal Floriano (ES);0,469024701
São João d'Aliança (GO);0,469017884
Socorro do Piauí (PI);0,46893802
Renascença (PR);0,468708666
Ribeirão Cascalheira (MT);0,468632868
Itapororoca (PB);0,468489918
Nova Ramada (RS);0,468400733
Passa Tempo (MG);0,468331631
Ouro (SC);0,468250861
Córrego Fundo (MG);0,468057051
Uarini (AM);0,468043696
Senhora do Porto (MG);0,467980746
Laranjal (MG);0,467242103
Barracão (PR);0,467176815
Água Doce (SC);0,467033245
Santa Cruz dos Milagres (PI);0,467003031
Jeremoabo (BA);0,466732586
Piatã (BA);0,466575962
Pingo-d'Água (MG);0,466459846
Nova Fátima (BA);0,466284199
Chapadão do Céu (GO);0,465771211
Marilena (PR);0,465623781
Rio Novo do Sul (ES);0,465279895
Caiçara do Rio do Vento (RN);0,46503249
São José do Cedro (SC);0,464846482
Tapiratiba (SP);0,464446521
Jaguaraçu (MG);0,464196943
Comendador Levy Gasparian (RJ);0,463631523
Benedito Leite (MA);0,463133473
Ibiraci (MG);0,462710443
Panelas (PE);0,462706418
Capitão (RS);0,46246755
Santa Rita de Cássia (BA);0,462372575
Santa Cecília (PB);0,462324348
São José da Lagoa Tapada (PB);0,462074102
Senhora de Oliveira (MG);0,461950933
Catas Altas da Noruega (MG);0,461510272
Taquaral de Goiás (GO);0,461361924
Pratânia (SP);0,461181916
Gramado dos Loureiros (RS);0,461132847
Douradina (PR);0,460807948
Paranapuã (SP);0,460789657
Corumbiara (RO);0,460380173
Mâncio Lima (AC);0,459472861
Pedra Dourada (MG);0,45935382
Vila Maria (RS);0,459166456
Dolcinópolis (SP);0,459062431
Itaquitinga (PE);0,459020835
Salto do Céu (MT);0,458979245
Piacatu (SP);0,458937663
Giruá (RS);0,458711247
Mampituba (RS);0,458414866
Goiandira (GO);0,458393177
Joselândia (MA);0,458239601
Ingaí (MG);0,45814312
Alagoinha do Piauí (PI);0,458114326
Oriente (SP);0,457874225
Abadia dos Dourados (MG);0,457683975
Saubara (BA);0,457651022
Conceição das Pedras (MG);0,456868139
Itanagra (BA);0,456837239
Rodeio Bonito (RS);0,456785747
Piranga (MG);0,456427862
Palmeirina (PE);0,456309319
Vista Gaúcha (RS);0,455062336
Sapucaí-Mirim (MG);0,454855632
Zabelê (PB);0,454735541
Campo Redondo (RN);0,454587153
Vargem Grande do Sul (SP);0,454406951
Novo Jardim (TO);0,454327707
Livramento (PB);0,454250631
Duque Bacelar (MA);0,454231416
Pendências (RN);0,453846663
Afuá (PA);0,453836466
Campina do Monte Alegre (SP);0,453768127
Icém (SP);0,453514228
Assunção do Piauí (PI);0,453189652
Araguanã (MA);0,453068056
Piau (MG);0,452946524
Macuco (RJ);0,452160246
Brotas de Macaúbas (BA);0,452107236
Guarda-Mor (MG);0,451907497
Murutinga do Sul (SP);0,451855671
Várzea (RN);0,451752054
Aramina (SP);0,451743124
Rancho Alegre D'Oeste (PR);0,45149322
Assaré (CE);0,451389175
Patos do Piauí (PI);0,451326771
Rubim (MG);0,450923264
Ribeirão Claro (PR);0,450689851
Pedras Altas (RS);0,45061696
São Francisco de Paula (MG);0,450325628
Santa Terezinha (SC);0,450093849
Poço Branco (RN);0,449744094
Cruzeiro do Iguaçu (PR);0,44941764
Amorinópolis (GO);0,449241009
Campos Novos Paulista (SP);0,44909166
Mansidão (BA);0,448865808
Anísio de Abreu (PI);0,448757479
Ibiraiaras (RS);0,448561446
São Sebastião do Uatumã (AM);0,448552904
Contendas do Sincorá (BA);0,44815886
Goiabeira (MG);0,447504764
Irani (SC);0,447197502
Panamá (GO);0,447079437
Porto Esperidião (MT);0,446803071
Camutanga (PE);0,446657873
Pedro Laurentino (PI);0,446533775
Barra de São Miguel (AL);0,446378116
São João do Pacuí (MG);0,446378116
Pinhão (SE);0,446164693
Águas Frias (SC);0,446086116
Angical do Piauí (PI);0,44521054
Alto Horizonte (GO);0,44494984
Santa Bárbara do Pará (PA);0,444427599
Loreto (MA);0,44409616
Cravinhos (SP);0,443950471
Ielmo Marinho (RN);0,443407935
Campestre (AL);0,44336431
Presidente Kennedy (TO);0,443343523
Japurá (PR);0,443198069
Antônio Gonçalves (BA);0,44305526
São José da Bela Vista (SP);0,442849369
Irapuã (SP);0,442617207
Palmópolis (MG);0,442178172
Rio de Contas (BA);0,441870223
Picada Café (RS);0,441790039
Almas (TO);0,441697783
Gurinhém (PB);0,441588313
Monte Alegre de Goiás (GO);0,441575482
Palestina do Pará (PA);0,441460037
Antônio Carlos (MG);0,441360565
Passagem Franca (MA);0,441267764
Simolândia (GO);0,441114066
Belo Monte (AL);0,440920855
Alto Parnaíba (MA);0,440804345
Ubarana (SP);0,440637186
Jupi (PE);0,440624866
Planalto (PR);0,440530987
Gameleiras (MG);0,440377802
Muitos Capões (RS);0,439888323
Queiroz (SP);0,439600903
Antônio Prado de Minas (MG);0,439163756
Cristal do Sul (RS);0,439082188
Álvaro de Carvalho (SP);0,439003911
Presidente Juscelino (MA);0,438651347
Mucajaí (RR);0,438593414
Alfredo Vasconcelos (MG);0,438530134
Coronel João Pessoa (RN);0,438386384
Alagoa Nova (PB);0,437956803
Estrela de Alagoas (AL);0,437769044
Nova Olinda (PB);0,437683941
Jesúpolis (GO);0,437457161
Figueirópolis (TO);0,437457161
Benjamin Constant (AM);0,437306106
Mariluz (PR);0,43727946
Amarante do Maranhão (MA);0,437115076
Coronel José Dias (PI);0,437045437
Itaiçaba (CE);0,436934721
Maurilândia do Tocantins (TO);0,436467759
Caiçara (RS);0,436462118
Virgem da Lapa (MG);0,436308299
Vale de São Domingos (MT);0,436101406
Tuiuti (SP);0,435972724
Deputado Irapuan Pinheiro (CE);0,434812436
Santa Cruz da Conceição (SP);0,434286441
Major Isidoro (AL);0,434071194
Grandes Rios (PR);0,43404498
Ouro Velho (PB);0,434009076
Palmeira (PR);0,433929594
Nova Esperança do Sul (RS);0,433860391
Correntes (PE);0,43370337
Jaupaci (GO);0,433118496
Verdejante (PE);0,432781537
Iaras (SP);0,432159615
Aldeias Altas (MA);0,43146434
Itanhém (BA);0,431317584
Cacimba de Dentro (PB);0,430975911
São Miguel das Missões (RS);0,430761389
Japaratinga (AL);0,430434311
Amajari (RR);0,430421159
Terra Alta (PA);0,430264356
Tocantínia (TO);0,430126132
Populina (SP);0,429613248
Dona Euzébia (MG);0,429559527
Jardim de Piranhas (RN);0,428881411
Nova Ponte (MG);0,427987613
Congo (PB);0,427879749
Bariri (SP);0,427557435
Progresso (RS);0,426889376
Paranaíta (MT);0,426812158
Virgínia (MG);0,426506
Parnaguá (PI);0,426199232
Pacaembu (SP);0,425636379
Santo Antônio do Aventureiro (MG);0,42561831
Santana do São Francisco (SE);0,425249332
Selvíria (MS);0,425153343
Moreilândia (PE);0,42454927
Porto Rico (PR);0,424534165
Luís Domingues (MA);0,424445239
Santa Carmem (MT);0,42418855
Ipira (SC);0,424174823
Inimutaba (MG);0,423807026
Jateí (MS);0,42379425
Capoeiras (PE);0,423573419
Ritápolis (MG);0,422653345
Ferros (MG);0,422586355
Paranapoema (PR);0,422498243
Jambeiro (SP);0,422344135
Lobato (PR);0,42205441
Guará (SP);0,422010029
Lajeado do Bugre (RS);0,421983859
Monte Alegre (RN);0,421577947
Mallet (PR);0,421265904
Soledade de Minas (MG);0,421168448
Vila Boa (GO);0,420643861
São João da Lagoa (MG);0,420220152
Florestal (MG);0,419784871
Cristinápolis (SE);0,41967747
Barracão (RS);0,419437295
Painel (SC);0,419287383
Icaraí de Minas (MG);0,419101742
Taquaral (SP);0,419083627
Cerro Largo (RS);0,418911914
Platina (SP);0,41865735
Pindaí (BA);0,418392095
Bugre (MG);0,417863064
São Gonçalo do Rio Preto (MG);0,417690792
Prainha (PA);0,41767279
Nova Granada (SP);0,417385359
Anori (AM);0,417383083
Severínia (SP);0,417048897
Eugênio de Castro (RS);0,416855305
Campestre da Serra (RS);0,416677272
Catas Altas (MG);0,416515488
Cristal (RS);0,416420381
Francisco Alves (PR);0,416112529
Passa Vinte (MG);0,415907548
Santo Antônio da Barra (GO);0,415517665
Nova Canaã Paulista (SP);0,41549819
Novo Oriente do Piauí (PI);0,415430042
Jeriquara (SP);0,415261561
Bom Jesus da Penha (MG);0,41516386
Tapejara (PR);0,414990239
Salto da Divisa (MG);0,414546148
Guidoval (MG);0,414391127
Vitória das Missões (RS);0,4143766
Nova União (MG);0,414359068
São José do Divino (MG);0,414346694
Arataca (BA);0,414234286
Conceição da Feira (BA);0,414027965
São Sebastião do Alto (RJ);0,41397559
São Valentim (RS);0,413868785
Narandiba (SP);0,413796342
Jardim do Seridó (RN);0,412910016
Sabino (SP);0,412897262
Boa Esperança do Iguaçu (PR);0,412688711
Seara (SC);0,412624067
Japi (RN);0,412493806
Pato Bragado (PR);0,412352782
Rio Bonito do Iguaçu (PR);0,412175159
Santana dos Garrotes (PB);0,411285649
Brejinho de Nazaré (TO);0,410978273
Pirapó (RS);0,410938741
Ariranha (SP);0,410928912
Paraí (RS);0,41076218
Santa Salete (SP);0,41059809
Arraias (TO);0,410368582
Ibicoara (BA);0,410264732
Dumont (SP);0,410067013
Pontão (RS);0,409850642
Campos Lindos (TO);0,409803276
Jordânia (MG);0,409691538
Brejo do Cruz (PB);0,409338818
Imbuia (SC);0,40930253
Brejo Grande (SE);0,409171129
Tejupá (SP);0,409155474
Guaraci (PR);0,408987435
Vera Cruz (RN);0,408972527
São José da Tapera (AL);0,408297162
Nova Palma (RS);0,408089737
Zacarias (SP);0,407719175
Ibarama (RS);0,407214946
São José do Cerrito (SC);0,407214946
Paramirim (BA);0,40656797
Itá (SC);0,406196957
Vila Lângaro (RS);0,406105013
Pontalina (GO);0,40579892
Sítio do Quinto (BA);0,405772388
Baldim (MG);0,405693054
Serra da Saudade (MG);0,405422483
Roca Sales (RS);0,405208448
Monsenhor Paulo (MG);0,404936365
Espigão Alto do Iguaçu (PR);0,404809744
Palmeirante (TO);0,404725373
Eirunepé (AM);0,404710519
Pimenta (MG);0,404250674
Japorã (MS);0,404116354
Rafael Fernandes (RN);0,404116354
Itapetim (PE);0,404055494
Sossêgo (PB);0,40384685
Iguatemi (MS);0,403558033
Santa Cecília do Sul (RS);0,40348498
Lagoa Dourada (MG);0,403334886
Óleo (SP);0,403324357
Castro Alves (BA);0,403150267
São Geraldo do Baixio (MG);0,402939384
Santa Teresinha (PB);0,40277462
Iraceminha (SC);0,402447419
São Luis do Piauí (PI);0,402218083
São Simão (SP);0,401984144
Terezinha (PE);0,401858774
Nova Aurora (GO);0,401852604
Caparaó (MG);0,401406809
Guaraciama (MG);0,401168397
Cunha Porã (SC);0,400832655
Cristais Paulista (SP);0,400656408
Campos Verdes (GO);0,40053818
Cajuru (SP);0,400356829
Cidelândia (MA);0,399921041
Divinésia (MG);0,399570431
Paulo de Faria (SP);0,399327449
Luís Antônio (SP);0,399257682
Regeneração (PI);0,399157638
Joca Claudino (PB);0,399035363
Caldeirão Grande do Piauí (PI);0,398902423
Santa Helena de Minas (MG);0,398116959
Imaculada (PB);0,398097804
Cristiano Otoni (MG);0,397995095
Torrinha (SP);0,39795246
Itaocara (RJ);0,397851437
Itaipava do Grajaú (MA);0,396868679
Lajeado Grande (SC);0,396847155
Cachoeira dos Índios (PB);0,396727897
Rio Casca (MG);0,396102426
Descanso (SC);0,395916681
Mairipotaba (GO);0,395607492
Joanópolis (SP);0,395298785
Jeceaba (MG);0,395102103
Brejo Alegre (SP);0,39499056
Machados (PE);0,394842434
Delta (MG);0,394228357
Horizontina (RS);0,394131475
Serra Preta (BA);0,394090659
Marcação (PB);0,394046866
Itaara (RS);0,393962677
Comercinho (MG);0,392988918
Santa Tereza (RS);0,392694103
Iramaia (BA);0,392621057
Esperança do Sul (RS);0,392572375
Casca (RS);0,392486658
Paes Landim (PI);0,392405922
Passo do Sobrado (RS);0,392368216
Itapuca (RS);0,392288637
Santo Antônio do Içá (AM);0,392053788
Cordeiros (BA);0,391601262
Joca Marques (PI);0,391310865
Celso Ramos (SC);0,391294124
São José do Goiabal (MG);0,391165827
Condeúba (BA);0,391128209
Carnaubais (RN);0,391117505
Vila Nova dos Martírios (MA);0,391102407
Águas Vermelhas (MG);0,390959613
Macarani (BA);0,390894172
Bom Jesus da Serra (BA);0,390474352
Santa Clara d'Oeste (SP);0,389973359
Santo Antônio de Goiás (GO);0,388653384
Prata do Piauí (PI);0,388563199
São Tomás de Aquino (MG);0,388324362
Nova Bréscia (RS);0,388307901
Serafina Corrêa (RS);0,388271924
Novo Santo Antônio (PI);0,388249034
São Bento do Tocantins (TO);0,388249034
Dom Silvério (MG);0,387586376
Colniza (MT);0,386658752
Lagoa da Confusão (TO);0,386580733
Santo André (PB);0,386403809
Assunção (PB);0,386357276
Cristópolis (BA);0,386155282
Alecrim (RS);0,386088274
São João do Carú (MA);0,3859307
Itapiranga (SC);0,385660635
Nhandeara (SP);0,385639002
Bernardino Batista (PB);0,385521608
Abel Figueiredo (PA);0,38527029
Morro da Garça (MG);0,385201806
Roque Gonzales (RS);0,385169855
Aloândia (GO);0,385130811
Pugmil (TO);0,384994219
Palmares Paulista (SP);0,384962302
Planalto (SP);0,384731065
Divinópolis do Tocantins (TO);0,384643427
Baianópolis (BA);0,384502159
Alvorada do Sul (PR);0,384289552
Sertãozinho (PB);0,38422484
Pedra Branca (PB);0,383871877
Serranópolis de Minas (MG);0,383856477
Cruzeiro da Fortaleza (MG);0,383660243
Rio Fortuna (SC);0,383215001
Putinga (RS);0,383052294
São Pedro da Água Branca (MA);0,382752134
Prados (MG);0,382581622
Leópolis (PR);0,38254183
Caraíbas (BA);0,382224894
Moita Bonita (SE);0,382032725
Serranos (MG);0,381840748
Ubiretama (RS);0,381074769
Paverama (RS);0,380979238
Potim (SP);0,380908658
Vista Alegre (RS);0,380883754
Barra D'Alcântara (PI);0,380407054
Cordisburgo (MG);0,380362249
Barra do Rocha (BA);0,380114292
São Sebastião da Vargem Alegre (MG);0,379701012
Marilândia do Sul (PR);0,379479089
Santa Rosa do Sul (SC);0,37937972
Cariri do Tocantins (TO);0,379267826
Boa Hora (PI);0,379209823
Capão do Cipó (RS);0,378970584
São Félix do Tocantins (TO);0,378818765
Madeiro (PI);0,378417873
Brejões (BA);0,378343156
Itaúna do Sul (PR);0,378182451
Guzolândia (SP);0,377803912
Jussiape (BA);0,37758025
Laranjal (PR);0,376916215
Iraí de Minas (MG);0,376286271
Granito (PE);0,37567191
Santo Antônio da Alegria (SP);0,373856379
Coronel Domingos Soares (PR);0,373646805
Olinda Nova do Maranhão (MA);0,373112906
Lafaiete Coutinho (BA);0,37293894
Santo Antônio do Caiuá (PR);0,37253171
Coroaci (MG);0,372345015
